review_id,app_id,app_name,user_name,score,content,thumbs_up,at,app_version
4cd20442-e195-4c8a-92c2-114d62b9c473,com.levelinfinite.sgameGlobal,Honor of King,Irul Aman,2,bintang 2 dulu soalnya belum main wkwkwk🗿,0,2026-04-29 11:17:48,
35bd2c67-c959-4065-b487-32be07dbd96d,com.levelinfinite.sgameGlobal,Honor of King,Best Royal,1,NIRU NIRU ML HOOOOOO SKIN GOJO NYA PASTI NIRU ML SOALNYA ULTINYA SAMA UUUUUHHHHH NIRU2,0,2026-04-29 10:37:25,
7c170566-8968-4b89-b2a1-1e27e0080628,com.levelinfinite.sgameGlobal,Honor of King,Lord Kaneki,5,Game yang sangat bagus 👌,0,2026-04-29 10:27:49,11.3.1.9
de2aa256-bd78-418d-a2df-ee15340a9d20,com.levelinfinite.sgameGlobal,Honor of King,Rudi Lis,2,"mulai hari detik ini aku unistal hok dan ga akan main lagi ni game ,sakit kepala ku kambuh karena game ini matcmaking tidak pernah benar daridulu,selalu mengutamakan event skin daripada kenyamanan player , aku harap game ini di blokir dari indonesia ,dasar game cina sialan. terima kasih.",0,2026-04-29 10:13:21,
11008d28-170f-4b33-ad6f-71acb4b8b491,com.levelinfinite.sgameGlobal,Honor of King,EDIT JSON PROGRAMER,2,"halo kembali, aku mengalami bug (aku sedang bermain lubu sebelum nya aku memakai skin lubu tapi pas masuk ke dalam permainan tiba tiba aku tidak memakai skin apapun, dan suara Serangan dari skil 1-2-3 tidak memiliki suara serangan tebasan, dan saat memasuki true demage tidak ada animasi tebasan pada skil 1), tolong perbaiki segera!",190,2026-04-29 09:52:47,11.3.1.9
772173da-d79d-4d4d-8dcf-ea9fc3124938,com.levelinfinite.sgameGlobal,Honor of King,F.Ardalan Nizama,4,"Dev baik suka berbagi kebahagiaan dan suka memberikan update game yang signifikan, tapi tolol jangan fix grafik medium 😭🙏🙏",0,2026-04-29 09:24:51,
ed828a24-8fa4-40b0-bd7c-d5d68ab99715,com.levelinfinite.sgameGlobal,Honor of King,The Can,4,"game nya bagus , tapi ui nya berantakan dan sulit dipahami jadi saran saya ui nya rapihkan biar lebih mudah dimengerti",0,2026-04-29 08:27:05,
9c23b326-afa7-4859-a0e4-2153c612a5f2,com.levelinfinite.sgameGlobal,Honor of King,Egs Robort,5,このゲームは本当に素晴らしいよ、マジで。,0,2026-04-29 08:03:59,11.3.1.9
3a24f749-725f-4b82-a162-7e33dcd11d4e,com.levelinfinite.sgameGlobal,Honor of King,Muhammad Yusuf,1,binatang satu★tidak_seru dan_ngeLike,0,2026-04-29 07:05:51,
037f7ba2-9ba6-40d7-9b29-e1cffe319ef7,com.levelinfinite.sgameGlobal,Honor of King,Akbar Ilham Merdeka,5,"hei developer, i master some heroes now. all i need you to do is make a Hero a tank Hero that have spell that can make him/her run faster. the example from other competitor (carmila (skill 2),belerick (skill 2),hylos (skill 1))",2,2026-04-29 06:05:25,11.3.1.9
a6d5c2d0-198f-4772-b43d-3a2c6a6a0414,com.levelinfinite.sgameGlobal,Honor of King,Angelo Karsten,5,bagus game nya gak nyusahin,0,2026-04-29 05:57:59,
127fb290-153a-4145-95ec-a191c76e9f1d,com.levelinfinite.sgameGlobal,Honor of King,rakha febrian,1,"komentar orang cuma di bales seadanya, tindakan nya gada, literasi untuk player baru digame ini sangat kurang, lebih parah dari AOV, AOV udah parah ini lebih parah, setidaknya di AOV rank selevel dengan GrandMaster di HoK sudah mengerti jobdesk tiap hero, peruntukan hero mana support mana tank, mana hero line gold atau bukan, ini hero mage pun bisa jadi support dan jarang sekali yang menggunakan tank, kebanyakan support dan mage yang jadi roamer",0,2026-04-29 05:52:13,11.3.1.9
9e8d9deb-f07d-4238-9a7c-7b075ebfa6fe,com.levelinfinite.sgameGlobal,Honor of King,Sintya Danarum,3,"tier grandmaster match-nya sembarangan , masa iya di kasih tim yang nggak bisa main",0,2026-04-29 05:35:41,
f634dc33-016c-4cf1-843e-b841cba42273,com.levelinfinite.sgameGlobal,Honor of King,Ridwan Rohimat,5,sejauh ini gamenya mantap 👍 tolong untuk matchmaking nya lebih diseimbangkan lagi,0,2026-04-29 03:40:10,11.3.1.9
214f96cb-11a0-4195-998e-74a47f047b0a,com.levelinfinite.sgameGlobal,Honor of King,YardaN. exe,1,"i found a bug that destiny's item passive didn't trigger when you got ult by donghuang, i lost respect for this game bro, item's passive shouldn't have a fkn bug, its common rule of moba,goodluck with ur skin bro bye🤑",5,2026-04-29 03:18:12,11.3.1.9
7072c837-ddce-4195-9f95-e34624064944,com.levelinfinite.sgameGlobal,Honor of King,『CidKagenou影』,1,itu fitur report nya kok sampai sekarang nggk diperbaiki sih?? udah berkali-kali masih aja kek gitu. jangan anggap bug black screen itu hal kecil. katanya udah dimasukin ke daftar prioritas bug tapi nggk kunjung diperbaiki dan kenapa masih belum ketemu masalah nya??,107,2026-04-29 01:55:30,11.3.1.9
ddc1a3e5-ab15-4a8b-81a5-db17c9ee545e,com.levelinfinite.sgameGlobal,Honor of King,Nur May,1,"WOY DEVELOPER BISA KERJA GA? SERVER NGELEG TEROS ISU JARINGAN BANYAK BUG INGAME, EVENT DOANG BANYAK TAPI NGELEG BUAT APA, KARYAWAN LU KERJA YG BENER SDM RENDAHAN !!! NYAWIT LU",195,2026-04-29 01:18:01,11.3.1.9
079a2417-9b33-4d51-a111-7148f92fd5eb,com.levelinfinite.sgameGlobal,Honor of King,Daffa Fathoni Hadi,1,"HoK mungkin punya sejarah panjang ketimbang moba Mobile lainnya. Tapi sayang nya, visual HoK gua nilai norak dan gaenak diliat. gerakan kaku, nama2 hero nya china banget. selalu bangga2 in skin nya bagus, tapi skin nya sendiri gua rasa ga ada value nya.",0,2026-04-29 01:13:51,11.3.1.9
50a514a8-95f3-4882-9bc8-e7a67e96e41c,com.levelinfinite.sgameGlobal,Honor of King,Panggih wiluyo,1,Gamenya delay kalo jaringan di atas 25 ms jadi males mau main hok karena delay jadi tolong segera di perbaiki,0,2026-04-29 00:52:59,10.5.1.8
a85ef6ca-21d0-4811-9079-d2cbc08cf371,com.levelinfinite.sgameGlobal,Honor of King,rorowangyy rrr,5,"SEMANGAT TERUS GEME HOK SEMOGA KE DEPAN NYA MAKIN BAGUS DAN BISA LAH KASIH SKIN GRATIS"" LAGI 🌚✨",0,2026-04-29 00:48:30,
d8c6d421-f17d-4f99-81db-e48ce3211ce3,com.levelinfinite.sgameGlobal,Honor of King,Dzahwan Habibi,1,peniru ml,0,2026-04-29 00:11:09,
ccd1c596-d86c-451b-b9dd-f7d5a30c2128,com.levelinfinite.sgameGlobal,Honor of King,Idul Akbar,5,mantap,0,2026-04-28 23:39:28,11.3.1.9
1ee56e69-af2e-44e5-aca4-afe78fa17731,com.levelinfinite.sgameGlobal,Honor of King,Struick Raf,3,"bagus sih , cuma dari grafik gw cuma dikasih tinggi padahal pengen yang ultra",0,2026-04-28 23:38:37,
c6cd5b8c-bbef-46b6-a037-b563569da9d5,com.levelinfinite.sgameGlobal,Honor of King,Ikhsani Ikhsan,5,seru aja,0,2026-04-28 23:01:35,
6ee8a097-93bf-488b-ad49-59dbe62723d4,com.levelinfinite.sgameGlobal,Honor of King,Dion Agustin,4,"ada beberapa bug yang bikin aku keasl sama hok, bug nya juga mengganggu bangtt menurut ku. bug ny ada 3, bahkan sampe sekarang belum di perbaiki. 1. bug ga ada animasi Hero/skin, padahal aku dah download data' penting bahkan dah pake grafik tinggi 2. suara Hero jadi mendem, padahal dah aku full volume tetep aja ketimpa sama suara efek pas main rank 3. bug download data, maksudnya tuh ne bug tiap keluar dari game pasti di suruh download data 20mb padahal dah ga perlu download data.",6,2026-04-28 22:45:51,11.3.1.9
85a3b1ea-5cb1-4b4a-87ba-c0fa9785262b,com.levelinfinite.sgameGlobal,Honor of King,Farid Rahman,1,"Gamenya jelek parah udah dikasih tim sampah malah gw yg kena hukum babi, jangan harap game lu rame kalo dikasih tim sampah terus kek gini. GW SUMPAHIN GAMR LU DED GIM SELAMANYA NGENTOOD...",0,2026-04-28 22:29:56,11.3.1.9
e10ac044-021e-412f-9370-6538a59519be,com.levelinfinite.sgameGlobal,Honor of King,Abdul Haris,1,"ada iklan iklan tentang hok, ngerendahin ml/game lain, tau sih hok duluan rilis, tapi persis mirip ama ml/mobile legends bang bang",0,2026-04-28 22:29:26,
8c7f18c6-3d0e-4af4-9be5-b3b466b1c0c3,com.levelinfinite.sgameGlobal,Honor of King,Indrawan Indrawan,5,sebenarnya saya suka dengan game ini tapi yang bikin saya bingung adalah pemilihan item untuk hero dan penjelasan tentang item cukup ribet,0,2026-04-28 22:18:35,10.4.1.8
e1f6983b-b455-4d7a-aebe-d146e0746cba,com.levelinfinite.sgameGlobal,Honor of King,Wildan Saputra,3,"login lama, kenapa selalu ditanya mau login pake akun apa, login tinggal login. bar loading udah full malah harus pencet tombol akun Google, udah dipencet malah ada peringatan ""jaringan eror"" 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡",0,2026-04-28 22:15:45,11.3.1.9
b496db99-9f64-4dbc-abe6-c630b186351c,com.levelinfinite.sgameGlobal,Honor of King,Rizki Abdi Sanjaya,5,sangat bagus,0,2026-04-28 22:08:08,11.3.1.9
1aaabe7e-ce2b-419d-ab27-f072c6c5a2f9,com.levelinfinite.sgameGlobal,Honor of King,Ali Mashadi,4,gua planyer baru,0,2026-04-28 21:47:20,
b6b2bd98-f55d-4759-8912-200ef4ba9d6d,com.levelinfinite.sgameGlobal,Honor of King,Alfonsus Rodriguez,5,FITUR KUCING BIKIN GAME GK BALANCE DAN GK ENJOY MAININNYA,0,2026-04-28 21:45:41,11.3.1.9
3e16f32c-3db0-4c79-bfa1-795e788564cb,com.levelinfinite.sgameGlobal,Honor of King,unagi,1,"BENERIN MATCHMAKING, AKU STRESS KETEMU TIM GAJELAS",0,2026-04-28 21:42:00,
ae23e686-efa5-4735-a93a-5fc2772714be,com.levelinfinite.sgameGlobal,Honor of King,Hikari,4,"Sistem role ini terasa dipaksakan. Tidak semua pemain bisa menguasai dua lane, tapi tetap diwajibkan memilih dua. Akibatnya, banyak yang bermain di lane yang tidak dikuasai dan malah merusak kualitas permainan. Kalau tujuannya matchmaking cepat, hasilnya justru bikin frustrasi. Lebih baik izinkan pemain fokus ke satu role utama.",0,2026-04-28 21:41:09,11.3.1.9
86a8e86a-5a60-4534-8023-7e40fb9c72da,com.levelinfinite.sgameGlobal,Honor of King,Calistann Lianusa,2,game nya bagus keren sih cuman team nya di master rada buta maps bukan buta lagi emang engga tau fungsi maps taunya cuman war gjls! dan kabarnya saya nyangkut di tier master sampe sekarang!,0,2026-04-28 21:32:01,11.3.1.9
bae15f04-2421-47e1-b944-579daccd169c,com.levelinfinite.sgameGlobal,Honor of King,Rahmat Ihsanudin,1,game anjg menangnya 2kali kalah berkali-kali tolong diperbaiki,0,2026-04-28 21:27:35,11.3.1.9
9d1a9dfc-2ab7-4a7b-912e-4c75d889f22d,com.levelinfinite.sgameGlobal,Honor of King,Eko Prassastiawan,1,lama masuk game suka tiba tiba ngeleg sendiri mau jaringannya hijau merah ataupun kuning padahal jaringannya untuk buka apk lain lancar lancar aja,0,2026-04-28 21:23:22,11.3.1.9
6452397f-121c-4f20-9777-7150957394b5,com.levelinfinite.sgameGlobal,Honor of King,Noor Inayah,5,gw pindah game dari ml ke hok soalnya stres ketemu tim gajelas di ml🗿 btw makasih ya level infinite udah buat game sebagus hok👍🏻,0,2026-04-28 21:07:41,
e5e298ea-44e7-4845-b656-2fa7630f0c95,com.levelinfinite.sgameGlobal,Honor of King,Yolania Ramadhani,1,"Pencarian tim sama lawan gak jelas setiap mau naik Tier selalu dapet tim ga jelas, dari bot lah atau sistem hitam, selalu aja gitu sampek muak, tadi aku main 5 kali rank kalah karena timnya gak jelas, bosen Mvp kalah mulu bintang nambah ngurang mulu, bikin gak betah main sekalinya mau ngelaporin player yang trol malah ga keditek ama sistem, perasaan dulu ga gini deh",0,2026-04-28 21:04:48,11.3.1.9
0885c342-b1c1-4a62-83ab-925d55d56651,com.levelinfinite.sgameGlobal,Honor of King,Enan Putra,1,perbaiki lah sistem ini ges udah rusah banget main renk ga se imbang,0,2026-04-28 20:59:50,
36075711-b080-49e1-a933-0eaab53e5f5c,com.levelinfinite.sgameGlobal,Honor of King,Melati Putri,1,wu peniru moba gem burik,0,2026-04-28 20:55:08,
bb76c5fd-7d30-4c43-854b-3825d5f6fd15,com.levelinfinite.sgameGlobal,Honor of King,focalors,1,"1.sistem report menggunakan ai tetapi tidak berguna, mending balikin sistem report yang dulu 2.banyak player tidak mengerti main 3.rank antar team yg jauh 4.benerin bug visual efek 5.benerin sistem download yg kadang stuck 6.kalo ga mau skin mythic bisa dicicil pakai token limited,minimal perbanyak skin yg bisa dibeli pake token limited 7.sudahi spiriteling yang ganggu itu",0,2026-04-28 20:33:04,11.3.1.9
877e69fd-5cab-4b45-838c-6f01023729f3,com.levelinfinite.sgameGlobal,Honor of King,Dahlia Ani,1,seru main ml in menghilakan srstse,0,2026-04-28 20:29:01,
86034c43-c86f-4e7c-bd9f-018b886ff5e6,com.levelinfinite.sgameGlobal,Honor of King,Drazzo ID,2,"Bosan banget gameplaynya, plis update tambahin item baru atau mekanik baru kek. skin mulu di update gameplay kaga. dah itu aja Tks.",0,2026-04-28 20:20:03,
abe5e39d-f5eb-4091-bb4f-f01ddeb54aa2,com.levelinfinite.sgameGlobal,Honor of King,Skyv Zy,1,"Unfair Matchmaking & Broken System Worst matchmaking ever. I went from 49 stars down to 37 stars just because the system keeps giving me AFK players, trolls, and people practicing new heroes in Rank mode. Meanwhile, the enemy team is always well-balanced. It’s impossible to climb with this unfair system. This game is making players quit instead of enjoying the competition. Fix your matchmaking or lose your players!",0,2026-04-28 20:08:42,11.3.1.9
64a2c1a9-e8a5-4db3-bd41-ef892e106aa5,com.levelinfinite.sgameGlobal,Honor of King,ahmad rian,5,bagus markotp lah,0,2026-04-28 19:59:25,
74b22e88-312f-4861-9fa5-878436885694,com.levelinfinite.sgameGlobal,Honor of King,V!nS ReaL,2,"gw akuin dari segi grafik bagus bgt.event2 nya banyak gratisannya.cuman kalo sistem solo rank masih dikasih bot.apakah itu bisa disebut profesional.sebagai game yang katanya dengan pendapatan terbanyak.masak masalah sistem aja gak mampu buat benahin.gw gk yakin game ini bisa rame,kalau sistem nya aja bobrok.dan ingat! gak semua orang itu ekstrovert,ada juga yang introvert.jadi gak bisa lu paksa buat mabar setiap hari",0,2026-04-28 19:59:02,11.3.1.9
68e6d2a7-9dcb-46fd-bda2-bd768a1b9772,com.levelinfinite.sgameGlobal,Honor of King,Refan Keynan,5,awal² iseng main doang tapi malah ketagihan main hok😭😭🗿,0,2026-04-28 19:42:21,11.3.1.9
